content,score,at,case_folding,cleansing,tokenizing,stopword_removal,stemming,hasil_preprocessing
Tdk dapat info perubahan jadwal baik di aplikasi maupun di email. Maaf doank... Semua juga bisa...sangat merugikan pelanggan Auto uninstall,1,2024-07-14 16:26:10,tdk dapat info perubahan jadwal baik di aplikasi maupun di email. maaf doank... semua juga bisa...sangat merugikan pelanggan auto uninstall,tdk dapat info perubahan jadwal baik di aplikasi maupun di email maaf doank semua juga bisa sangat merugikan pelanggan auto uninstall,"['tdk', 'dapat', 'info', 'perubahan', 'jadwal', 'baik', 'di', 'aplikasi', 'maupun', 'di', 'email', 'maaf', 'doank', 'semua', 'juga', 'bisa', 'sangat', 'merugikan', 'pelanggan', 'auto', 'uninstall']","['tdk', 'info', 'perubahan', 'jadwal', 'baik', 'aplikasi', 'maupun', 'email', 'maaf', 'doank', 'semua', 'sangat', 'merugikan', 'pelanggan', 'auto', 'uninstall']","['tdk', 'info', 'ubah', 'jadwal', 'baik', 'aplikasi', 'maupun', 'email', 'maaf', 'doank', 'semua', 'sangat', 'rugi', 'langgan', 'auto', 'uninstall']",tdk info ubah jadwal baik aplikasi maupun email maaf doank semua sangat rugi langgan auto uninstall
Mantap juragan,5,2024-07-14 08:56:47,mantap juragan,mantap juragan,"['mantap', 'juragan']","['mantap', 'juragan']","['mantap', 'juragan']",mantap juragan
rekomendasi,5,2024-07-14 04:44:11,rekomendasi,rekomendasi,['rekomendasi'],['rekomendasi'],['rekomendasi'],rekomendasi
aplikasi bagus untuk pemesanan hotel,5,2024-07-14 03:56:14,aplikasi bagus untuk pemesanan hotel,aplikasi bagus untuk pemesanan hotel,"['aplikasi', 'bagus', 'untuk', 'pemesanan', 'hotel']","['aplikasi', 'bagus', 'pemesanan', 'hotel']","['aplikasi', 'bagus', 'mesan', 'hotel']",aplikasi bagus mesan hotel
Mantap,5,2024-07-13 22:14:06,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
Awesome,5,2024-07-13 16:11:05,awesome,awesome,['awesome'],['awesome'],['awesome'],awesome
"Pusing nengok interfacenya, puyeng gimna cara mesen tiket disini siii, dri tdi gak bisa bisa, kacau lah pokonya. Bintang 0 ada gak? Kebanyakan teks, alur pemesanan ntah kek mana sakit mata liatnya sumpah.",1,2024-07-13 11:22:45,"pusing nengok interfacenya, puyeng gimna cara mesen tiket disini siii, dri tdi gak bisa bisa, kacau lah pokonya. bintang 0 ada gak? kebanyakan teks, alur pemesanan ntah kek mana sakit mata liatnya sumpah.",pusing nengok interfacenya puyeng gimna cara mesen tiket disini siii dri tdi gak bisa bisa kacau lah pokonya bintang ada gak kebanyakan teks alur pemesanan ntah kek mana sakit mata liatnya sumpah,"['pusing', 'nengok', 'interfacenya', 'puyeng', 'gimna', 'cara', 'mesen', 'tiket', 'disini', 'siii', 'dri', 'tdi', 'gak', 'bisa', 'bisa', 'kacau', 'lah', 'pokonya', 'bintang', 'ada', 'gak', 'kebanyakan', 'teks', 'alur', 'pemesanan', 'ntah', 'kek', 'mana', 'sakit', 'mata', 'liatnya', 'sumpah']","['pusing', 'nengok', 'interfacenya', 'puyeng', 'gimna', 'cara', 'mesen', 'tiket', 'disini', 'siii', 'dri', 'tdi', 'gak', 'kacau', 'lah', 'pokonya', 'bintang', 'gak', 'kebanyakan', 'teks', 'alur', 'pemesanan', 'ntah', 'kek', 'mana', 'sakit', 'mata', 'liatnya', 'sumpah']","['pusing', 'nengok', 'interfacenya', 'puyeng', 'gimna', 'cara', 'mesen', 'tiket', 'sini', 'siii', 'dri', 'tdi', 'gak', 'kacau', 'lah', 'poko', 'bintang', 'gak', 'banyak', 'teks', 'alur', 'mesan', 'ntah', 'kek', 'mana', 'sakit', 'mata', 'liat', 'sumpah']",pusing nengok interfacenya puyeng gimna cara mesen tiket sini siii dri tdi gak kacau lah poko bintang gak banyak teks alur mesan ntah kek mana sakit mata liat sumpah
okeee joooss gandhioissss tenaaan👍👍👍👍,5,2024-07-13 08:34:24,okeee joooss gandhioissss tenaaan👍👍👍👍,okeee joooss gandhioissss tenaaan,"['okeee', 'joooss', 'gandhioissss', 'tenaaan']","['okeee', 'joooss', 'gandhioissss', 'tenaaan']","['okeee', 'joooss', 'gandhioissss', 'tenaaan']",okeee joooss gandhioissss tenaaan
Good enough,4,2024-07-13 07:44:24,good enough,good enough,"['good', 'enough']","['good', 'enough']","['good', 'enough']",good enough
mungkin perihal harga hotel sangat menarik dengan promo nya tetapi ketika memesan harga berbeda dengan tampilan sebelumnya. karena ada biaya tambahan... tidak seperti aplikasi kompetitor Tiket harga tampilan sesuai pada saat memilih kamar karena sudah termasuk pajak...,1,2024-07-12 22:32:37,mungkin perihal harga hotel sangat menarik dengan promo nya tetapi ketika memesan harga berbeda dengan tampilan sebelumnya. karena ada biaya tambahan... tidak seperti aplikasi kompetitor tiket harga tampilan sesuai pada saat memilih kamar karena sudah termasuk pajak...,mungkin perihal harga hotel sangat menarik dengan promo nya tetapi ketika memesan harga berbeda dengan tampilan sebelumnya karena ada biaya tambahan tidak seperti aplikasi kompetitor tiket harga tampilan sesuai pada saat memilih kamar karena sudah termasuk pajak,"['mungkin', 'perihal', 'harga', 'hotel', 'sangat', 'menarik', 'dengan', 'promo', 'nya', 'tetapi', 'ketika', 'memesan', 'harga', 'berbeda', 'dengan', 'tampilan', 'sebelumnya', 'karena', 'ada', 'biaya', 'tambahan', 'tidak', 'seperti', 'aplikasi', 'kompetitor', 'tiket', 'harga', 'tampilan', 'sesuai', 'pada', 'saat', 'memilih', 'kamar', 'karena', 'sudah', 'termasuk', 'pajak']","['mungkin', 'perihal', 'harga', 'hotel', 'sangat', 'menarik', 'promo', 'nya', 'memesan', 'harga', 'berbeda', 'tampilan', 'sebelumnya', 'biaya', 'tambahan', 'aplikasi', 'kompetitor', 'tiket', 'harga', 'tampilan', 'sesuai', 'memilih', 'kamar', 'termasuk', 'pajak']","['mungkin', 'perihal', 'harga', 'hotel', 'sangat', 'tarik', 'promo', 'nya', 'mes', 'harga', 'beda', 'tampil', 'belum', 'biaya', 'tambah', 'aplikasi', 'kompetitor', 'tiket', 'harga', 'tampil', 'sesuai', 'pilih', 'kamar', 'masuk', 'pajak']",mungkin perihal harga hotel sangat tarik promo nya mes harga beda tampil belum biaya tambah aplikasi kompetitor tiket harga tampil sesuai pilih kamar masuk pajak
Download bukti pembayaran kenapa tidak bisa??,5,2024-07-12 22:23:03,download bukti pembayaran kenapa tidak bisa??,download bukti pembayaran kenapa tidak bisa,"['download', 'bukti', 'pembayaran', 'kenapa', 'tidak', 'bisa']","['download', 'bukti', 'pembayaran']","['download', 'bukti', 'bayar']",download bukti bayar
"Mending beli di traveloka, lebih murah",1,2024-07-12 15:10:27,"mending beli di traveloka, lebih murah",mending beli di traveloka lebih murah,"['mending', 'beli', 'di', 'traveloka', 'lebih', 'murah']","['mending', 'beli', 'traveloka', 'lebih', 'murah']","['mending', 'beli', 'traveloka', 'lebih', 'murah']",mending beli traveloka lebih murah
"Ketika d cek tnggal masih ad,,pas mw booking ngilang... Terpaksa balik k aplikasi sebelah",2,2024-07-12 07:56:58,"ketika d cek tnggal masih ad,,pas mw booking ngilang... terpaksa balik k aplikasi sebelah",ketika d cek tnggal masih ad pas mw booking ngilang terpaksa balik k aplikasi sebelah,"['ketika', 'd', 'cek', 'tnggal', 'masih', 'ad', 'pas', 'mw', 'booking', 'ngilang', 'terpaksa', 'balik', 'k', 'aplikasi', 'sebelah']","['d', 'cek', 'tnggal', 'ad', 'pas', 'mw', 'booking', 'ngilang', 'terpaksa', 'balik', 'k', 'aplikasi', 'sebelah']","['d', 'cek', 'tnggal', 'ad', 'pas', 'mw', 'booking', 'ngilang', 'paksa', 'balik', 'k', 'aplikasi', 'belah']",d cek tnggal ad pas mw booking ngilang paksa balik k aplikasi belah
sangat membantu,5,2024-07-12 06:03:27,sangat membantu,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']",sangat bantu
good,5,2024-07-12 05:20:11,good,good,['good'],['good'],['good'],good
pemesanan gampang tapi tidak selalu yang termurah,5,2024-07-12 01:23:04,pemesanan gampang tapi tidak selalu yang termurah,pemesanan gampang tapi tidak selalu yang termurah,"['pemesanan', 'gampang', 'tapi', 'tidak', 'selalu', 'yang', 'termurah']","['pemesanan', 'gampang', 'selalu', 'termurah']","['mesan', 'gampang', 'selalu', 'murah']",mesan gampang selalu murah
"Makasih atas penipuan dan scam nya, ditulis di website saya mendapat bagasi tetapi ternyata zonk, saya tidak mendapat bagasi dan disuruh membayar bagasi sendiri, padahal sudah terpampang jelas dapat bagasi. Dari sini saya tahu, aplikasi ini menipu. Dan lagi harga tiket banyak klik bait, yang aslinya berapa sekian tiba tiba naik 3x sampai 4x lipat dari harga tertera. Sungguh aplikasi yang tidak bermutu dan bermanfaat. Semoga pembuat apk dan seluruh kru. Hidupnya tidak tenang. Makasih.",1,2024-07-12 00:40:57,"makasih atas penipuan dan scam nya, ditulis di website saya mendapat bagasi tetapi ternyata zonk, saya tidak mendapat bagasi dan disuruh membayar bagasi sendiri, padahal sudah terpampang jelas dapat bagasi. dari sini saya tahu, aplikasi ini menipu. dan lagi harga tiket banyak klik bait, yang aslinya berapa sekian tiba tiba naik 3x sampai 4x lipat dari harga tertera. sungguh aplikasi yang tidak bermutu dan bermanfaat. semoga pembuat apk dan seluruh kru. hidupnya tidak tenang. makasih.",makasih atas penipuan dan scam nya ditulis di website saya mendapat bagasi tetapi ternyata zonk saya tidak mendapat bagasi dan disuruh membayar bagasi sendiri padahal sudah terpampang jelas dapat bagasi dari sini saya tahu aplikasi ini menipu dan lagi harga tiket banyak klik bait yang aslinya berapa sekian tiba tiba naik x sampai x lipat dari harga tertera sungguh aplikasi yang tidak bermutu dan bermanfaat semoga pembuat apk dan seluruh kru hidupnya tidak tenang makasih,"['makasih', 'atas', 'penipuan', 'dan', 'scam', 'nya', 'ditulis', 'di', 'website', 'saya', 'mendapat', 'bagasi', 'tetapi', 'ternyata', 'zonk', 'saya', 'tidak', 'mendapat', 'bagasi', 'dan', 'disuruh', 'membayar', 'bagasi', 'sendiri', 'padahal', 'sudah', 'terpampang', 'jelas', 'dapat', 'bagasi', 'dari', 'sini', 'saya', 'tahu', 'aplikasi', 'ini', 'menipu', 'dan', 'lagi', 'harga', 'tiket', 'banyak', 'klik', 'bait', 'yang', 'aslinya', 'berapa', 'sekian', 'tiba', 'tiba', 'naik', 'x', 'sampai', 'x', 'lipat', 'dari', 'harga', 'tertera', 'sungguh', 'aplikasi', 'yang', 'tidak', 'bermutu', 'dan', 'bermanfaat', 'semoga', 'pembuat', 'apk', 'dan', 'seluruh', 'kru', 'hidupnya', 'tidak', 'tenang', 'makasih']","['makasih', 'atas', 'penipuan', 'scam', 'nya', 'ditulis', 'website', 'mendapat', 'bagasi', 'ternyata', 'zonk', 'mendapat', 'bagasi', 'disuruh', 'membayar', 'bagasi', 'sendiri', 'padahal', 'terpampang', 'jelas', 'bagasi', 'sini', 'tahu', 'aplikasi', 'menipu', 'harga', 'tiket', 'banyak', 'klik', 'bait', 'aslinya', 'berapa', 'sekian', 'tiba', 'tiba', 'naik', 'x', 'x', 'lipat', 'harga', 'tertera', 'sungguh', 'aplikasi', 'bermutu', 'bermanfaat', 'semoga', 'pembuat', 'apk', 'seluruh', 'kru', 'hidupnya', 'tenang', 'makasih']","['makasih', 'atas', 'tipu', 'scam', 'nya', 'tulis', 'website', 'dapat', 'bagasi', 'nyata', 'zonk', 'dapat', 'bagasi', 'suruh', 'bayar', 'bagasi', 'sendiri', 'padahal', 'pampang', 'jelas', 'bagasi', 'sini', 'tahu', 'aplikasi', 'tipu', 'harga', 'tiket', 'banyak', 'klik', 'bait', 'asli', 'berapa', 'sekian', 'tiba', 'tiba', 'naik', 'x', 'x', 'lipat', 'harga', 'tera', 'sungguh', 'aplikasi', 'mutu', 'manfaat', 'moga', 'buat', 'apk', 'seluruh', 'kru', 'hidup', 'tenang', 'makasih']",makasih atas tipu scam nya tulis website dapat bagasi nyata zonk dapat bagasi suruh bayar bagasi sendiri padahal pampang jelas bagasi sini tahu aplikasi tipu harga tiket banyak klik bait asli berapa sekian tiba tiba naik x x lipat harga tera sungguh aplikasi mutu manfaat moga buat apk seluruh kru hidup tenang makasih
"Maaf ya saya kasih 1 saja karena tidak dapat refund, dan 1 tiket sia sia, jadi nya sebelum nya tidak dapat penjelasan dalam pemesanan untuk pembelian tiket untuk anak dan dewasa hanya iklan dan diskon saja, boleh ditanya dengan yang lainnya juga.",1,2024-07-12 00:36:03,"maaf ya saya kasih 1 saja karena tidak dapat refund, dan 1 tiket sia sia, jadi nya sebelum nya tidak dapat penjelasan dalam pemesanan untuk pembelian tiket untuk anak dan dewasa hanya iklan dan diskon saja, boleh ditanya dengan yang lainnya juga.",maaf ya saya kasih saja karena tidak dapat refund dan tiket sia sia jadi nya sebelum nya tidak dapat penjelasan dalam pemesanan untuk pembelian tiket untuk anak dan dewasa hanya iklan dan diskon saja boleh ditanya dengan yang lainnya juga,"['maaf', 'ya', 'saya', 'kasih', 'saja', 'karena', 'tidak', 'dapat', 'refund', 'dan', 'tiket', 'sia', 'sia', 'jadi', 'nya', 'sebelum', 'nya', 'tidak', 'dapat', 'penjelasan', 'dalam', 'pemesanan', 'untuk', 'pembelian', 'tiket', 'untuk', 'anak', 'dan', 'dewasa', 'hanya', 'iklan', 'dan', 'diskon', 'saja', 'boleh', 'ditanya', 'dengan', 'yang', 'lainnya', 'juga']","['maaf', 'kasih', 'refund', 'tiket', 'sia', 'sia', 'jadi', 'nya', 'nya', 'penjelasan', 'pemesanan', 'pembelian', 'tiket', 'anak', 'dewasa', 'iklan', 'diskon', 'ditanya', 'lainnya']","['maaf', 'kasih', 'refund', 'tiket', 'sia', 'sia', 'jadi', 'nya', 'nya', 'jelas', 'mesan', 'beli', 'tiket', 'anak', 'dewasa', 'iklan', 'diskon', 'tanya', 'lain']",maaf kasih refund tiket sia sia jadi nya nya jelas mesan beli tiket anak dewasa iklan diskon tanya lain
"Aneh ya, cek tiket pesawat cgk - lbj di bulan okto 24 ada yg 900 tapi setelah di klik ga ada, adanya 1,4 jt. Tadinya ga gitu lo pdhal.. aduh mending aplikasi sebelah walau agak mahal tapi realtime harga nya",1,2024-07-11 22:33:14,"aneh ya, cek tiket pesawat cgk - lbj di bulan okto 24 ada yg 900 tapi setelah di klik ga ada, adanya 1,4 jt. tadinya ga gitu lo pdhal.. aduh mending aplikasi sebelah walau agak mahal tapi realtime harga nya",aneh ya cek tiket pesawat cgk lbj di bulan okto ada yg tapi setelah di klik ga ada adanya jt tadinya ga gitu lo pdhal aduh mending aplikasi sebelah walau agak mahal tapi realtime harga nya,"['aneh', 'ya', 'cek', 'tiket', 'pesawat', 'cgk', 'lbj', 'di', 'bulan', 'okto', 'ada', 'yg', 'tapi', 'setelah', 'di', 'klik', 'ga', 'ada', 'adanya', 'jt', 'tadinya', 'ga', 'gitu', 'lo', 'pdhal', 'aduh', 'mending', 'aplikasi', 'sebelah', 'walau', 'agak', 'mahal', 'tapi', 'realtime', 'harga', 'nya']","['aneh', 'cek', 'tiket', 'pesawat', 'cgk', 'lbj', 'bulan', 'okto', 'yg', 'klik', 'ga', 'adanya', 'jt', 'tadinya', 'ga', 'gitu', 'lo', 'pdhal', 'aduh', 'mending', 'aplikasi', 'sebelah', 'mahal', 'realtime', 'harga', 'nya']","['aneh', 'cek', 'tiket', 'pesawat', 'cgk', 'lbj', 'bulan', 'okto', 'yg', 'klik', 'ga', 'ada', 'jt', 'tadi', 'ga', 'gitu', 'lo', 'pdhal', 'aduh', 'mending', 'aplikasi', 'belah', 'mahal', 'realtime', 'harga', 'nya']",aneh cek tiket pesawat cgk lbj bulan okto yg klik ga ada jt tadi ga gitu lo pdhal aduh mending aplikasi belah mahal realtime harga nya
Bagus 👍👍👍,5,2024-07-11 21:55:30,bagus 👍👍👍,bagus,['bagus'],['bagus'],['bagus'],bagus
"terima kasih telah berhati"" buat pengguna baru",5,2024-07-11 19:39:14,"terima kasih telah berhati"" buat pengguna baru",terima kasih telah berhati buat pengguna baru,"['terima', 'kasih', 'telah', 'berhati', 'buat', 'pengguna', 'baru']","['terima', 'kasih', 'berhati', 'buat', 'pengguna', 'baru']","['terima', 'kasih', 'hati', 'buat', 'guna', 'baru']",terima kasih hati buat guna baru
Terima kasih atas latihan,5,2024-07-11 15:52:08,terima kasih atas latihan,terima kasih atas latihan,"['terima', 'kasih', 'atas', 'latihan']","['terima', 'kasih', 'atas', 'latihan']","['terima', 'kasih', 'atas', 'latih']",terima kasih atas latih
Oke...bang,4,2024-07-11 12:55:20,oke...bang,oke bang,"['oke', 'bang']","['oke', 'bang']","['oke', 'bang']",oke bang
the best,5,2024-07-11 05:14:55,the best,the best,"['the', 'best']","['the', 'best']","['the', 'best']",the best
Sangat membantu sekali,5,2024-07-10 22:47:20,sangat membantu sekali,sangat membantu sekali,"['sangat', 'membantu', 'sekali']","['sangat', 'membantu', 'sekali']","['sangat', 'bantu', 'sekali']",sangat bantu sekali
terima kasih,5,2024-07-10 22:29:52,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih
respon cepat n data akurat,5,2024-07-10 17:34:29,respon cepat n data akurat,respon cepat n data akurat,"['respon', 'cepat', 'n', 'data', 'akurat']","['respon', 'cepat', 'n', 'data', 'akurat']","['respon', 'cepat', 'n', 'data', 'akurat']",respon cepat n data akurat
the best good job,5,2024-07-10 16:43:42,the best good job,the best good job,"['the', 'best', 'good', 'job']","['the', 'best', 'good', 'job']","['the', 'best', 'good', 'job']",the best good job
Layanan pengaduan sangatlah mengecewakan. Tidak ada tindakan ataupun solusi dari agent ini. Thx ya,1,2024-07-10 15:53:48,layanan pengaduan sangatlah mengecewakan. tidak ada tindakan ataupun solusi dari agent ini. thx ya,layanan pengaduan sangatlah mengecewakan tidak ada tindakan ataupun solusi dari agent ini thx ya,"['layanan', 'pengaduan', 'sangatlah', 'mengecewakan', 'tidak', 'ada', 'tindakan', 'ataupun', 'solusi', 'dari', 'agent', 'ini', 'thx', 'ya']","['layanan', 'pengaduan', 'sangatlah', 'mengecewakan', 'tindakan', 'ataupun', 'solusi', 'agent', 'thx']","['layan', 'adu', 'sangat', 'kecewa', 'tindak', 'atau', 'solusi', 'agent', 'thx']",layan adu sangat kecewa tindak atau solusi agent thx
"Menunggu ada fitur jika pesan kamar hotel lebih dari 1kamar bisa memilih tipe kamar yang berbeda, semoga segera hadir sebelum keduluan burung biru.",5,2024-07-10 11:43:29,"menunggu ada fitur jika pesan kamar hotel lebih dari 1kamar bisa memilih tipe kamar yang berbeda, semoga segera hadir sebelum keduluan burung biru.",menunggu ada fitur jika pesan kamar hotel lebih dari kamar bisa memilih tipe kamar yang berbeda semoga segera hadir sebelum keduluan burung biru,"['menunggu', 'ada', 'fitur', 'jika', 'pesan', 'kamar', 'hotel', 'lebih', 'dari', 'kamar', 'bisa', 'memilih', 'tipe', 'kamar', 'yang', 'berbeda', 'semoga', 'segera', 'hadir', 'sebelum', 'keduluan', 'burung', 'biru']","['menunggu', 'fitur', 'pesan', 'kamar', 'hotel', 'lebih', 'kamar', 'memilih', 'tipe', 'kamar', 'berbeda', 'semoga', 'segera', 'hadir', 'keduluan', 'burung', 'biru']","['tunggu', 'fitur', 'pesan', 'kamar', 'hotel', 'lebih', 'kamar', 'pilih', 'tipe', 'kamar', 'beda', 'moga', 'segera', 'hadir', 'keduluan', 'burung', 'biru']",tunggu fitur pesan kamar hotel lebih kamar pilih tipe kamar beda moga segera hadir keduluan burung biru
Memudahkan perjalanan pesan semua tiket disini terbantu pokoknya...,5,2024-07-10 08:00:02,memudahkan perjalanan pesan semua tiket disini terbantu pokoknya...,memudahkan perjalanan pesan semua tiket disini terbantu pokoknya,"['memudahkan', 'perjalanan', 'pesan', 'semua', 'tiket', 'disini', 'terbantu', 'pokoknya']","['memudahkan', 'perjalanan', 'pesan', 'semua', 'tiket', 'disini', 'terbantu', 'pokoknya']","['mudah', 'jalan', 'pesan', 'semua', 'tiket', 'sini', 'bantu', 'pokok']",mudah jalan pesan semua tiket sini bantu pokok
paten sekali,5,2024-07-10 07:17:17,paten sekali,paten sekali,"['paten', 'sekali']","['paten', 'sekali']","['paten', 'sekali']",paten sekali
bersih dan nyaman,5,2024-07-10 07:14:56,bersih dan nyaman,bersih dan nyaman,"['bersih', 'dan', 'nyaman']","['bersih', 'nyaman']","['bersih', 'nyaman']",bersih nyaman
"customer service sudah downgrade, kasus hotel penuh yg biasa 15 menit selesai sampe 5 jam belum kelar",1,2024-07-10 06:13:25,"customer service sudah downgrade, kasus hotel penuh yg biasa 15 menit selesai sampe 5 jam belum kelar",customer service sudah downgrade kasus hotel penuh yg biasa menit selesai sampe jam belum kelar,"['customer', 'service', 'sudah', 'downgrade', 'kasus', 'hotel', 'penuh', 'yg', 'biasa', 'menit', 'selesai', 'sampe', 'jam', 'belum', 'kelar']","['customer', 'service', 'downgrade', 'kasus', 'hotel', 'penuh', 'yg', 'biasa', 'menit', 'selesai', 'sampe', 'jam', 'kelar']","['customer', 'service', 'downgrade', 'kasus', 'hotel', 'penuh', 'yg', 'biasa', 'menit', 'selesai', 'sampe', 'jam', 'kelar']",customer service downgrade kasus hotel penuh yg biasa menit selesai sampe jam kelar
